sentence,sentence_type
Trouve le chemin pour Sèlestat-(Schwilgué) depuis Mullheim-Baden-Bf,to_from
Trouve le chemin pour Neuilly-lès-Dijon depuis Tassin,to_from
Trouve le chemin pour Aillevillers depuis Laqueuille,to_from
Trouve le chemin pour St-Louis-57-Incliné depuis Chatillon-Mail,to_from
Trouve le chemin pour Gramat depuis Barenton-sur-Serre,to_from
Trouve le chemin pour Saint-Claude depuis Reignac-Bourg-Du-Fau,to_from
Trouve le chemin pour Etaples Le Touquet depuis Albi-Ville,to_from
Trouve le chemin pour Nice-Ville depuis Landerneau,to_from
Trouve le chemin pour Sarrebourg-Hôpital depuis St-Martin-d'Hères,to_from
Trouve le chemin pour St-Dié-des-Vosges depuis WOERTH RHEIN,to_from
Trouve le chemin pour St-Aignan-Lep depuis La Chaux-de-Fonds,to_from
Trouve le chemin pour Nantes depuis Chaumont-sur-Tharonne,to_from
Trouve le chemin pour Touet-de-l'Escarène depuis Besançon-Franche-Comté,to_from
Trouve le chemin pour Brioude depuis Marseille-St-Charles,to_from
Trouve le chemin pour Neufchateau-Lp depuis Le Tréport-Mers-Les-B,to_from
Trouve le chemin pour Crépy-en-Valois depuis Raedersheim,to_from
Trouve le chemin pour Jeumont depuis Port-Bou,to_from
Trouve le chemin pour Niort depuis Clelles-Mens,to_from
Trouve le chemin pour Brioude depuis Redon,to_from
Trouve le chemin pour Forbach depuis Lamotte-Beuvron,to_from
Trouve le chemin pour Obernai depuis Grandris-Centre,to_from
Trouve le chemin pour Montreuil-sur-Ille depuis St-Louis-57-Incliné,to_from
Trouve le chemin pour Cambo-les-Bains depuis Ancizes-St-Georges-Bour,to_from
Trouve le chemin pour Reipertswiller-SP. depuis Grenoble,to_from
Trouve le chemin pour Bordeaux-St-Jean depuis Tulle,to_from
Trouve le chemin pour Delémont depuis Albertville,to_from
Trouve le chemin pour Lyon-St-Paul depuis Mons,to_from
Trouve le chemin pour Raedersheim depuis Voves,to_from
Trouve le chemin pour Kehl depuis Besançon-Mouillère,to_from
Trouve le chemin pour Bidos depuis Lozanne,to_from
Trouve le chemin pour Saverne-(Pl.-Dragons) depuis Niedermodern/Uberach,to_from
Trouve le chemin pour Franois depuis Châteauroux,to_from
Trouve le chemin pour Igney (Centre) depuis Dinan,to_from
Trouve le chemin pour Castelnaudary depuis Trier-Hbf (Trèves),to_from
Comment me rendre à Laroche-Migennes depuis Berthelming-Mairie,to_from
Comment me rendre à Sèlestat-(Schwilgué) depuis Nexon,to_from
Comment me rendre à Aubrais-(les) depuis Le Tréport-Mers-Les-B,to_from
Comment me rendre à Sathonay-Rillieux depuis Riquewihr-Poste,to_from
Comment me rendre à Courtrai/Kortrijk depuis Tonnerre,to_from
Comment me rendre à Compiègne depuis Pontgibaud-Ville,to_from
Comment me rendre à Nort-sur-Erdre depuis Foix,to_from
Comment me rendre à Aubenas-Pl.-de-la-Paix depuis Sancerre-Porte-Cesar,to_from
Comment me rendre à St-Gilles-Croix-de-Vie depuis Herbitzheim Mairie,to_from
Comment me rendre à Lyon-St-Paul depuis Auch,to_from
Comment me rendre à Carpentras depuis Perl Gare DB,to_from
Comment me rendre à Les Granges-Narboz depuis nan,to_from
Comment me rendre à Arvant depuis Blois-Chambord,to_from
Comment me rendre à Mende depuis Brignais,to_from
Comment me rendre à Busigny depuis Châteauroux-Lycée-Agric,to_from
Comment me rendre à Longuyon (Collège) depuis Sarrebourg-LP-Messmer,to_from
Comment me rendre à Auch depuis Altkirch,to_from
Comment me rendre à Evian-les-Bains depuis St-Aignan-Lep,to_from
Comment me rendre à Alençon depuis Tonnerre,to_from
Comment me rendre à Mondoubleau-Rue-Leroy depuis Ax-les-Thermes,to_from
Comment me rendre à Massiac-Blesle depuis Mâcon-Ville,to_from
Comment me rendre à St-Gervais-L-B-Le-Fayet depuis Bourg-en-Bresse,to_from
Comment me rendre à Morhange depuis Comines (France),to_from
Comment me rendre à Issoudun depuis Châteauroux-L-Giraudoux,to_from
Comment me rendre à St-Sulpice-sur-Lèze depuis Montbrison,to_from
Comment me rendre à Longages-Noé depuis Dijon-Ville,to_from
Comment me rendre à Rothau depuis Ribécourt,to_from
Comment me rendre à Culmont-Chalindrey depuis Sarralbe,to_from
Comment me rendre à Bar-le-Duc depuis Routot-Place-de-mairie,to_from
Comment me rendre à Montélimar-G-Routière depuis Lesparre,to_from
Comment me rendre à Castelsarrasin depuis Bléré-la-Croix,to_from
Comment me rendre à Bresse-Claudel (la) depuis St-Sulpice (Tarn),to_from
Comment me rendre à Colomiers depuis Virieu-le-Grand-Belley,to_from
Comment me rendre à Vezin-Carrefour depuis Landerneau,to_from
Comment me rendre à Berthelming-Mairie depuis Mauriac,to_from
Comment me rendre à Castelsarrasin depuis Mulhouse-Gare-Centrale,to_from
Comment me rendre à Lugny depuis Tulle,to_from
Comment me rendre à La Rochelle-Ville depuis Pau,to_from
Comment me rendre à Oissel depuis Noirétable,to_from
Comment me rendre à Redon depuis Vesoul,to_from
Comment me rendre à Paris-Est depuis Sain-Bel,to_from
Comment me rendre à Lyon-St-Paul-la-Feuilée depuis Albens,to_from
Comment me rendre à Eymoutiers-Vassiviere depuis Le Tréport-Mers-Les-B,to_from
Comment me rendre à Ste-Marie/-Ms-(-Théâtre depuis Vendôme,to_from
Comment me rendre à Clisson depuis Aix-Gare-Routière,to_from
Comment me rendre à Dole-Ville depuis Ste-Pazanne,to_from
Comment me rendre à Contrexéville depuis Saverne-(Ht-Barr),to_from
Comment me rendre à Bueil depuis Vierzon-Médiathèque,to_from
Comment me rendre à Laon-Gare-Routière-Poma depuis Rosporden,to_from
Comment me rendre à Boussens depuis Rue,to_from
à Munster de Blois-Chambord,to_from
à Mantes-la-Jolie de Chambéry-Chal.-les-Eaux,to_from
à Chambourg-Chopin de Tulle,to_from
à St-Pierre-des-Corps de Boën,to_from
à Bonneville de St-Jean-de-Maurienne-A.,to_from
à Champagne-Ardenne de Wingen-sur-Moder,to_from
à Moyen de Trouville-Deauville,to_from
à Orange de Clion-sur-Indre,to_from
à Langeac de Le-Mont-Dore-Gare,to_from
à Aubrais-(les) de Buzançais,to_from
à Annemasse de St-Just-SNCF,to_from
à Dole-Ville de Champagnole,to_from
à Paris-Bercy de St-Vit,to_from
à Trier-Hbf (Trèves) de Reims,to_from
à Cercy-la-Tour de Delle,to_from
à Nîmes de Hombourg (Chapelle),to_from
à Givors-Ville de Châteauroux-Ly-B-Pascal,to_from
à St-Rambert-en-Bugey de Landerneau,to_from
à Carmaux de Hagondange,to_from
à Hattmatt-S.-Polyvalente de Romorantin-BA-G.R.,to_from
"à Haguenau-Moulin-Neuf. de Ettendorf-Pl,-de-L'ecol",to_from
à Alès de Frohmuhl- (Lavoir),to_from
à Sospel de Arches,to_from
à Modane de Bellegarde-s-V. Gare,to_from
à Rethel de Surdon,to_from
à Genève de Culoz,to_from
à Courtalain-St-Pellerin de Nouzonville,to_from
à Le Mont Dore Ski de Lapeyrouse(Puy-de-Dôme),to_from
à Sarralbe de Saverne-(Pl.-Dragons),to_from
à Cernay-(Lycée) de Besançon-Viotte,to_from
à Gien de Is-sur-Tille,to_from
à Lamotte-Beuvron de Marvejols Place Chayla,to_from
à Coutras de Nogent-sur-Seine,to_from
à Bourges-Gare-Routière de Buswiller-Eglise,to_from
à Calais Fréthun de St-Jean-Pied-de-Port,to_from
à Savenay de Frasne,to_from
à Vif de Lyon-Part-Dieu,to_from
à Vallon-en-Sully de Luchon-Richelieu,to_from
à Baroncourt de Angoulême,to_from
à Vesoul de Lunéville,to_from
à Longueville (S.-et-M.) de Buzançais,to_from
à Saverne de Le-Verdon,to_from
à Rambervillers de Liepvre-(-R.-GUTH-),to_from
à Montmédy de Morhange,to_from
à Tulle de Bourg-en-Bresse,to_from
à Courtrai/Kortrijk de Raedersheim,to_from
à Contrexéville de Bas-Monistrol,to_from
à Firminy de Montereau,to_from
à Martigues de Nantes,to_from
à Castres de Hagondange,to_from
